,DateTime,Open,High,Low,Close,Volume
0,2000-01-03,1151.0088,1151.0088,991.6712,1133.3288,12000
1,2000-01-04,991.6712,1133.3288,991.6712,1133.3288,13300
2,2000-01-05,991.6712,1151.0088,991.6712,1151.0088,16200
3,2000-01-06,1151.0088,1151.0088,956.3112,1151.0088,96100
4,2000-01-07,1151.0088,1151.0088,1133.3288,1151.0088,28100
5,2000-01-10,1133.3288,2018.8112,1062.5,1700.0,237100
6,2000-01-11,1806.3112,1806.3112,1275.0,1700.0,117400
7,2000-01-12,1735.4688,1735.4688,1416.6712,1629.1712,16600
8,2000-01-13,1664.64,1664.64,1416.6712,1487.5,39200
9,2000-01-14,1487.5,1522.9688,1381.3112,1522.9688,58700
10,2000-01-18,1416.6712,1770.8288,1416.6712,1770.8288,93300
11,2000-01-19,1806.3112,2266.6712,1770.8288,2125.0,152700
12,2000-01-20,2266.6712,3931.3112,1983.3288,2585.4824,304000
13,2000-01-21,2408.3288,2691.6712,2266.6712,2479.1712,120000
14,2000-01-24,2479.1712,2833.3424,2337.5,2691.6712,77200
15,2000-01-25,2691.6712,2975.0,2656.3112,2797.9824,155000
16,2000-01-26,2550.0,2762.5,2266.6712,2620.8288,142800
17,2000-01-27,2266.6712,2479.1712,2195.8288,2266.6712,45300
18,2000-01-28,2337.5,2337.5,2195.8288,2266.6712,46400
19,2000-01-31,2337.5,2337.5,2195.8288,2266.6712,35500
20,2000-02-01,2195.8288,2266.6712,2054.1712,2054.1712,46300
21,2000-02-02,2125.0,2125.0,1912.5,1983.3288,27100
22,2000-02-03,2125.0,2195.8288,1841.6712,1841.6712,40100
23,2000-02-04,2018.8112,2054.1712,1912.5,1983.3288,33100
24,2000-02-07,1983.3288,2089.64,1558.3288,1770.8288,189000
25,2000-02-08,1841.6712,2266.6712,1700.0,2266.6712,70200
26,2000-02-09,2266.6712,2443.8112,2125.0,2266.6712,24700
27,2000-02-10,2337.5,2337.5,2054.1712,2266.6712,35700
28,2000-02-11,2266.6712,2302.14,2231.3112,2266.6712,71400
29,2000-02-14,2266.6712,2302.14,2054.1712,2054.1712,116500
30,2000-02-15,2125.0,2266.6712,1912.5,1983.3288,24900
31,2000-02-16,2054.1712,2302.14,1912.5,2125.0,83100
32,2000-02-17,2125.0,2691.6712,2018.8112,2691.6712,481500
33,2000-02-18,3045.8424,4816.6712,2833.3424,4391.6712,689600
34,2000-02-22,4604.1712,7366.6712,4250.0,7366.6712,425100
35,2000-02-23,7083.3424,7366.6712,4710.4824,4816.6712,368100
36,2000-02-24,4887.5,5241.6712,4391.6712,4391.6712,312000
37,2000-02-25,6233.3424,7791.6712,5241.6712,5560.4824,803400
38,2000-02-28,6729.1712,6941.6712,5383.3424,5666.6712,275100
39,2000-02-29,5666.6712,5666.6712,5525.0,5595.8424,125100
40,2000-03-01,5525.0,5525.0,4356.3112,4391.6712,288500
41,2000-03-02,4462.5,5100.0,4391.6712,4391.6712,235300
42,2000-03-03,4497.9824,5525.0,4462.5,4675.0,193500
43,2000-03-06,5100.0,5666.6712,5100.0,5631.3112,338200
44,2000-03-07,5666.6712,6091.6712,4816.6712,5383.3424,302200
45,2000-03-08,5383.3424,5383.3424,4533.3424,4745.8424,188500
46,2000-03-09,4675.0,4887.5,4533.3424,4745.8424,69000
47,2000-03-10,4675.0,4958.3424,4497.9824,4497.9824,152900
48,2000-03-13,4497.9824,4604.1712,3825.0,3966.6712,94600
49,2000-03-14,4037.5,4533.3424,3895.8424,3966.6712,148300
50,2000-03-15,4108.3424,4462.5,3258.3424,3825.0,108200
51,2000-03-16,3966.6712,4320.8424,3966.6712,4250.0,83700
52,2000-03-17,5170.8424,5170.8424,4285.4824,4391.6712,39700
53,2000-03-20,4462.5,4462.5,3683.3424,3966.6712,75500
54,2000-03-21,3541.6712,3966.6712,2868.8112,3187.5,228400
55,2000-03-22,3470.8424,3470.8424,2762.5,2975.0,178800
56,2000-03-23,3116.6712,3400.0,2975.0,3116.6712,65500
57,2000-03-24,3258.3424,3400.0,3116.6712,3116.6712,77400
58,2000-03-27,3400.0,3400.0,3116.6712,3187.5,74400
59,2000-03-28,3116.6712,3187.5,2975.0,3045.8424,39200
60,2000-03-29,3187.5,3187.5,2904.1712,2904.1712,28500
61,2000-03-30,2904.1712,2975.0,2691.6712,2904.1712,158900
62,2000-03-31,2550.0,2833.3424,2266.6712,2762.5,115800
63,2000-04-03,2762.5,2975.0,2620.8288,2762.5,36300
64,2000-04-04,2691.6712,2975.0,2337.5,2550.0,63400
65,2000-04-05,2550.0,2620.8288,2408.3288,2620.8288,77700
66,2000-04-06,2691.6712,3116.6712,2691.6712,2833.3424,65400
67,2000-04-07,2762.5,3400.0,2762.5,3400.0,112900
68,2000-04-10,3470.8424,3895.8424,3400.0,3470.8424,114100
69,2000-04-11,3683.3424,3683.3424,2975.0,3045.8424,24500
70,2000-04-12,2975.0,3045.8424,2266.6712,2833.3424,94300
71,2000-04-13,2833.3424,2833.3424,2337.5,2337.5,37000
72,2000-04-14,2266.6712,2408.3288,2125.0,2408.3288,138900
73,2000-04-17,2337.5,3400.0,2337.5,2620.8288,69200
74,2000-04-18,2691.6712,3647.9824,2550.0,3258.3424,54000
75,2000-04-19,3187.5,3187.5,2691.6712,2691.6712,17200
76,2000-04-20,2691.6712,2975.0,2408.3288,2550.0,67500
